VERSION MODEL DESC FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_LEV OBS_VAR OBS_LEV OBTYPE     VX_MASK         INTERP_MTHD  INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL FBS        FBS_BCL FBS_BCU FSS        FSS_BCL FSS_BCU AFSS     AFSS_BCL AFSS_BCU UFSS    UFSS_BCL UFSS_BCU F_RATE     F_RATE_BCL F_RATE_BCU O_RATE     O_RATE_BCL O_RATE_BCU
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 25          >0.1        >0.1       NA         0.05  NBRCNT    48551 0.18651         NA      NA  0.84001        NA      NA  0.95354       NA       NA 0.77299       NA       NA 0.74509            NA         NA 0.54598            NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 25          >0.1        >0.1       NA         0.1   NBRCNT    20724 0.21142         NA      NA  0.79245        NA      NA  0.92447       NA       NA 0.73502       NA       NA 0.70228            NA         NA 0.47003            NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 25          >0.1        >0.1       NA         0.05  NBRCNT    20724 0.21142         NA      NA  0.79245        NA      NA  0.92447       NA       NA 0.73502       NA       NA 0.70228            NA         NA 0.47003            NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 25          >1.0        >1.0       NA         0.1   NBRCNT    48551 0.15928         NA      NA  0.80548        NA      NA  0.9523        NA       NA 0.70173       NA       NA 0.55294            NA         NA 0.40345            NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 25          >1.0        >1.0       NA         0.05  NBRCNT    48551 0.15928         NA      NA  0.80548        NA      NA  0.9523        NA       NA 0.70173       NA       NA 0.55294            NA         NA 0.40345            NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 25          >1.0        >1.0       NA         0.1   NBRCNT    20724 0.17766         NA      NA  0.74035        NA      NA  0.89857       NA       NA 0.66039       NA       NA 0.51366            NA         NA 0.32079            NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 25          >1.0        >1.0       NA         0.05  NBRCNT    20724 0.17766         NA      NA  0.74035        NA      NA  0.89857       NA       NA 0.66039       NA       NA 0.51366            NA         NA 0.32079            NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 25          >5.0        >5.0       NA         0.1   NBRCNT    48551 0.1205          NA      NA  0.70133        NA      NA  0.95264       NA       NA 0.6102        NA       NA 0.30172            NA         NA 0.22041            NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 25          >5.0        >5.0       NA         0.05  NBRCNT    48551 0.1205          NA      NA  0.70133        NA      NA  0.95264       NA       NA 0.6102        NA       NA 0.30172            NA         NA 0.22041            NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 25          >5.0        >5.0       NA         0.1   NBRCNT    20724 0.1069          NA      NA  0.65324        NA      NA  0.88788       NA       NA 0.57933       NA       NA 0.26091            NA         NA 0.15866            NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 25          >5.0        >5.0       NA         0.05  NBRCNT    20724 0.1069          NA      NA  0.65324        NA      NA  0.88788       NA       NA 0.57933       NA       NA 0.26091            NA         NA 0.15866            NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 25          >10.0       >10.0      NA         0.1   NBRCNT    48551 0.078715        NA      NA  0.65059        NA      NA  0.98347       NA       NA 0.57053       NA       NA 0.16941            NA         NA 0.14107            NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 25          >10.0       >10.0      NA         0.05  NBRCNT    48551 0.078715        NA      NA  0.65059        NA      NA  0.98347       NA       NA 0.57053       NA       NA 0.16941            NA         NA 0.14107            NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 25          >10.0       >10.0      NA         0.1   NBRCNT    20724 0.067506        NA      NA  0.54445        NA      NA  0.92468       NA       NA 0.54613       NA       NA 0.13776            NA         NA 0.09226            NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 25          >10.0       >10.0      NA         0.05  NBRCNT    20724 0.067506        NA      NA  0.54445        NA      NA  0.92468       NA       NA 0.54613       NA       NA 0.13776            NA         NA 0.09226            NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 25          >25.0       >25.0      NA         0.1   NBRCNT    48551 0.032852        NA      NA  0.58759        NA      NA  0.99228       NA       NA 0.53041       NA       NA 0.053696           NA         NA 0.060823           NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 25          >25.0       >25.0      NA         0.05  NBRCNT    48551 0.032852        NA      NA  0.58759        NA      NA  0.99228       NA       NA 0.53041       NA       NA 0.053696           NA         NA 0.060823           NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 25          >25.0       >25.0      NA         0.1   NBRCNT    20724 0.024222        NA      NA  0.22915        NA      NA  0.99988       NA       NA 0.51563       NA       NA 0.031751           NA         NA 0.031268           NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 25          >25.0       >25.0      NA         0.05  NBRCNT    20724 0.024222        NA      NA  0.22915        NA      NA  0.99988       NA       NA 0.51563       NA       NA 0.031751           NA         NA 0.031268           NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 25          >50.0       >50.0      NA         0.1   NBRCNT    48551 0.01334         NA      NA  0.17924        NA      NA  0.95828       NA       NA 0.50922       NA       NA 0.013738           NA         NA 0.018434           NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 25          >50.0       >50.0      NA         0.05  NBRCNT    48551 0.01334         NA      NA  0.17924        NA      NA  0.95828       NA       NA 0.50922       NA       NA 0.013738           NA         NA 0.018434           NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 25          >50.0       >50.0      NA         0.1   NBRCNT    20724 0.006307        NA      NA  0.10173        NA      NA  0.98651       NA       NA 0.50403       NA       NA 0.0095059          NA         NA 0.0080583          NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 25          >50.0       >50.0      NA         0.05  NBRCNT    20724 0.006307        NA      NA  0.10173        NA      NA  0.98651       NA       NA 0.50403       NA       NA 0.0095059          NA         NA 0.0080583          NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 25          >75.0       >75.0      NA         0.1   NBRCNT    48551 0.0029035       NA      NA  0.043969       NA      NA  0.97903       NA       NA 0.50232       NA       NA 0.0037692          NA         NA 0.0046343          NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 25          >75.0       >75.0      NA         0.05  NBRCNT    48551 0.0029035       NA      NA  0.043969       NA      NA  0.97903       NA       NA 0.50232       NA       NA 0.0037692          NA         NA 0.0046343          NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 25          >75.0       >75.0      NA         0.1   NBRCNT    20724 0.0019306       NA      NA  0.058863       NA      NA  0.8248        NA       NA 0.50118       NA       NA 0.0044876          NA         NA 0.0023644          NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 25          >75.0       >75.0      NA         0.05  NBRCNT    20724 0.0019306       NA      NA  0.058863       NA      NA  0.8248        NA       NA 0.50118       NA       NA 0.0044876          NA         NA 0.0023644          NA         NA
